,pool_id,overlap,infinite_overlap,created,image_left,image_right,golden,task_id,submitted,expired,public_comment,accepted,solution,id,task_suite_id,user_id,status,reward,mixed,automerged,owner__id,owner__myself,alg_left,alg_right,algs,task,chosen_alg,by_inconsistency_blocked_user,honeypotted,by_honeypot_blocked_user
0,4535156,10,False,2019-04-11T08:52:21.610,highlightdisk/screenshot_emails/random_good/letter20.png,highlightdisk/screenshot_emails/gensim_sentences/letter20.png,,0000453374--5caefd12d5f566012e27d240,2019-04-11T08:53:48.270,,Принято!,2019-04-17T12:10:24.024,left,0000453374--5caf0045bb1dd3014bc2cbf3,0000453374--5caf0045bb1dd3014bc2cbf1,7c5b4a5e8a0c977b691924d9280f3d82,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,random_good,gensim_sentences,gensim_sentences__random_good,letter20.png,random_good,True,False,False
1,4535156,10,False,2019-04-11T08:52:21.610,highlightdisk/screenshot_emails/gensim_sentences/letter14.png,highlightdisk/screenshot_emails/random_good/letter14.png,,0000453374--5caefd12d5f566012e27d233,2019-04-11T08:53:48.270,,Принято!,2019-04-17T12:10:24.024,left,0000453374--5caf0045bb1dd3014bc2cbf3,0000453374--5caf0045bb1dd3014bc2cbf1,7c5b4a5e8a0c977b691924d9280f3d82,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,gensim_sentences,random_good,gensim_sentences__random_good,letter14.png,gensim_sentences,True,False,False
2,4535156,10,False,2019-04-11T08:52:21.610,highlightdisk/screenshot_emails/gensim_sentences/letter16.png,highlightdisk/screenshot_emails/random_good/letter16.png,,0000453374--5caefd12d5f566012e27d237,2019-04-11T08:53:48.270,,Принято!,2019-04-17T12:10:24.024,left,0000453374--5caf0045bb1dd3014bc2cbf3,0000453374--5caf0045bb1dd3014bc2cbf1,7c5b4a5e8a0c977b691924d9280f3d82,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,gensim_sentences,random_good,gensim_sentences__random_good,letter16.png,gensim_sentences,True,False,False
3,4535156,10,False,2019-04-11T08:52:21.610,highlightdisk/screenshot_emails/random_good/letter9.png,highlightdisk/screenshot_emails/gensim_sentences/letter9.png,,0000453374--5caefd12d5f566012e27d24e,2019-04-11T08:53:48.270,,Принято!,2019-04-17T12:10:24.024,left,0000453374--5caf0045bb1dd3014bc2cbf3,0000453374--5caf0045bb1dd3014bc2cbf1,7c5b4a5e8a0c977b691924d9280f3d82,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,random_good,gensim_sentences,gensim_sentences__random_good,letter9.png,random_good,True,False,False
4,4535156,,True,2019-04-11T08:52:21.610,highlightdisk/screenshot_emails/embeddings/letter12.png,highlightdisk/screenshot_emails/random/letter12.png,left,0000453374--5caefd12d5f566012e27d252,2019-04-11T08:53:48.270,,Принято!,2019-04-17T12:10:24.024,right,0000453374--5caf0045bb1dd3014bc2cbf3,0000453374--5caf0045bb1dd3014bc2cbf1,7c5b4a5e8a0c977b691924d9280f3d82,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,embeddings,random,embeddings__random,letter12.png,random,True,True,False
5,4535156,10,False,2019-04-11T08:52:21.610,highlightdisk/screenshot_emails/random_good/letter16.png,highlightdisk/screenshot_emails/gensim_sentences/letter16.png,,0000453374--5caefd12d5f566012e27d236,2019-04-11T08:53:48.270,,Принято!,2019-04-17T12:10:24.024,left,0000453374--5caf0045bb1dd3014bc2cbf3,0000453374--5caf0045bb1dd3014bc2cbf1,7c5b4a5e8a0c977b691924d9280f3d82,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,random_good,gensim_sentences,gensim_sentences__random_good,letter16.png,random_good,True,False,False
6,4535156,10,False,2019-04-11T08:52:22.193,highlightdisk/screenshot_emails/random_good/letter20.png,highlightdisk/screenshot_emails/gensim_sentences/letter20.png,,0000453374--5caefd12d5f566012e27d240,2019-04-11T08:54:22.516,,,,left,0000453374--5caf0046dbfa5f0132df9a06,0000453374--5caf0046dbfa5f0132df9a03,60b8171c57ecbe2b0021e9ff27d314fd,SUBMITTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,random_good,gensim_sentences,gensim_sentences__random_good,letter20.png,random_good,True,False,False
7,4535156,10,False,2019-04-11T08:52:22.193,highlightdisk/screenshot_emails/gensim_sentences/letter14.png,highlightdisk/screenshot_emails/random_good/letter14.png,,0000453374--5caefd12d5f566012e27d233,2019-04-11T08:54:22.516,,,,left,0000453374--5caf0046dbfa5f0132df9a06,0000453374--5caf0046dbfa5f0132df9a03,60b8171c57ecbe2b0021e9ff27d314fd,SUBMITTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,gensim_sentences,random_good,gensim_sentences__random_good,letter14.png,gensim_sentences,True,False,False
8,4535156,10,False,2019-04-11T08:52:22.193,highlightdisk/screenshot_emails/gensim_sentences/letter16.png,highlightdisk/screenshot_emails/random_good/letter16.png,,0000453374--5caefd12d5f566012e27d237,2019-04-11T08:54:22.516,,,,left,0000453374--5caf0046dbfa5f0132df9a06,0000453374--5caf0046dbfa5f0132df9a03,60b8171c57ecbe2b0021e9ff27d314fd,SUBMITTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,gensim_sentences,random_good,gensim_sentences__random_good,letter16.png,gensim_sentences,True,False,False
9,4535156,,True,2019-04-11T08:52:22.193,highlightdisk/screenshot_emails/embeddings/letter12.png,highlightdisk/screenshot_emails/random/letter12.png,left,0000453374--5caefd12d5f566012e27d252,2019-04-11T08:54:22.516,,,,right,0000453374--5caf0046dbfa5f0132df9a06,0000453374--5caf0046dbfa5f0132df9a03,60b8171c57ecbe2b0021e9ff27d314fd,SUBMITTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,embeddings,random,embeddings__random,letter12.png,random,True,True,False
