,pool_id,infinite_overlap,created,image_left,image_right,golden,task_id,overlap,submitted,expired,public_comment,accepted,skipped,solution,id,task_suite_id,user_id,status,reward,mixed,automerged,owner__id,owner__myself,alg_left,alg_right,algs,task,chosen_alg,by_inconsistency_blocked_user,honeypotted,by_honeypot_blocked_user
0,4678199,True,2019-04-23T13:03:54.095,highlightdisk/screenshot_emails/random/letter17.png,highlightdisk/screenshot_emails/tf_idf_custom/letter17.png,right,0000476237--5cbf0b208456bd012e0db390,,2019-04-23T13:04:18.530,,,2019-04-23T13:04:18.530,,right,0000476237--5cbf0d3a97c8a6013937b8ad,0000476237--5cbf0d3a97c8a6013937b8ab,63e9a56a5993a292e430bcc822da6b4d,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,random,tf_idf_custom,random__tf_idf_custom,letter17.png,tf_idf_custom,False,False,False
1,4678199,False,2019-04-23T13:03:54.095,highlightdisk/screenshot_emails/tf_idf_wiki/letter11.png,highlightdisk/screenshot_emails/tf_idf_embeddings/letter11.png,,0000476237--5cbf0b208456bd012e0db36a,15,2019-04-23T13:04:18.530,,,2019-04-23T13:04:18.530,,left,0000476237--5cbf0d3a97c8a6013937b8ad,0000476237--5cbf0d3a97c8a6013937b8ab,63e9a56a5993a292e430bcc822da6b4d,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_wiki,tf_idf_embeddings,tf_idf_embeddings__tf_idf_wiki,letter11.png,tf_idf_wiki,False,False,False
2,4678199,False,2019-04-23T13:03:54.095,highlightdisk/screenshot_emails/tf_idf_wiki/letter10.png,highlightdisk/screenshot_emails/tf_idf_embeddings/letter10.png,,0000476237--5cbf0b208456bd012e0db368,15,2019-04-23T13:04:18.530,,,2019-04-23T13:04:18.530,,left,0000476237--5cbf0d3a97c8a6013937b8ad,0000476237--5cbf0d3a97c8a6013937b8ab,63e9a56a5993a292e430bcc822da6b4d,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_wiki,tf_idf_embeddings,tf_idf_embeddings__tf_idf_wiki,letter10.png,tf_idf_wiki,False,False,False
3,4678199,False,2019-04-23T13:03:54.095,highlightdisk/screenshot_emails/tf_idf_wiki/letter8.png,highlightdisk/screenshot_emails/tf_idf_embeddings/letter8.png,,0000476237--5cbf0b208456bd012e0db38a,15,2019-04-23T13:04:18.530,,,2019-04-23T13:04:18.530,,left,0000476237--5cbf0d3a97c8a6013937b8ad,0000476237--5cbf0d3a97c8a6013937b8ab,63e9a56a5993a292e430bcc822da6b4d,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_wiki,tf_idf_embeddings,tf_idf_embeddings__tf_idf_wiki,letter8.png,tf_idf_wiki,False,False,False
4,4678199,False,2019-04-23T13:03:54.095,highlightdisk/screenshot_emails/tf_idf_embeddings/letter8.png,highlightdisk/screenshot_emails/tf_idf_wiki/letter8.png,,0000476237--5cbf0b208456bd012e0db389,15,2019-04-23T13:04:18.530,,,2019-04-23T13:04:18.530,,right,0000476237--5cbf0d3a97c8a6013937b8ad,0000476237--5cbf0d3a97c8a6013937b8ab,63e9a56a5993a292e430bcc822da6b4d,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_embeddings,tf_idf_wiki,tf_idf_embeddings__tf_idf_wiki,letter8.png,tf_idf_wiki,False,False,False
5,4678199,False,2019-04-23T13:04:09.169,highlightdisk/screenshot_emails/tf_idf_wiki/letter10.png,highlightdisk/screenshot_emails/tf_idf_embeddings/letter10.png,,0000476237--5cbf0b208456bd012e0db368,15,2019-04-23T13:04:53.902,,,2019-04-23T13:04:53.902,,left,0000476237--5cbf0d49364b150138a7b47d,0000476237--5cbf0d49364b150138a7b47b,43fe1b056c978e7c4d5a3c6b1e222b3b,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_wiki,tf_idf_embeddings,tf_idf_embeddings__tf_idf_wiki,letter10.png,tf_idf_wiki,False,False,False
6,4678199,False,2019-04-23T13:04:09.169,highlightdisk/screenshot_emails/tf_idf_embeddings/letter8.png,highlightdisk/screenshot_emails/tf_idf_wiki/letter8.png,,0000476237--5cbf0b208456bd012e0db389,15,2019-04-23T13:04:53.902,,,2019-04-23T13:04:53.902,,right,0000476237--5cbf0d49364b150138a7b47d,0000476237--5cbf0d49364b150138a7b47b,43fe1b056c978e7c4d5a3c6b1e222b3b,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_embeddings,tf_idf_wiki,tf_idf_embeddings__tf_idf_wiki,letter8.png,tf_idf_wiki,False,False,False
7,4678199,False,2019-04-23T13:04:09.169,highlightdisk/screenshot_emails/tf_idf_wiki/letter11.png,highlightdisk/screenshot_emails/tf_idf_embeddings/letter11.png,,0000476237--5cbf0b208456bd012e0db36a,15,2019-04-23T13:04:53.902,,,2019-04-23T13:04:53.902,,right,0000476237--5cbf0d49364b150138a7b47d,0000476237--5cbf0d49364b150138a7b47b,43fe1b056c978e7c4d5a3c6b1e222b3b,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_wiki,tf_idf_embeddings,tf_idf_embeddings__tf_idf_wiki,letter11.png,tf_idf_embeddings,False,False,False
8,4678199,False,2019-04-23T13:04:09.169,highlightdisk/screenshot_emails/tf_idf_wiki/letter8.png,highlightdisk/screenshot_emails/tf_idf_embeddings/letter8.png,,0000476237--5cbf0b208456bd012e0db38a,15,2019-04-23T13:04:53.902,,,2019-04-23T13:04:53.902,,left,0000476237--5cbf0d49364b150138a7b47d,0000476237--5cbf0d49364b150138a7b47b,43fe1b056c978e7c4d5a3c6b1e222b3b,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_wiki,tf_idf_embeddings,tf_idf_embeddings__tf_idf_wiki,letter8.png,tf_idf_wiki,False,False,False
9,4678199,True,2019-04-23T13:04:09.169,highlightdisk/screenshot_emails/embeddings/letter13.png,highlightdisk/screenshot_emails/random/letter13.png,left,0000476237--5cbf0b208456bd012e0db395,,2019-04-23T13:04:53.902,,,2019-04-23T13:04:53.902,,left,0000476237--5cbf0d49364b150138a7b47d,0000476237--5cbf0d49364b150138a7b47b,43fe1b056c978e7c4d5a3c6b1e222b3b,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,embeddings,random,embeddings__random,letter13.png,embeddings,False,False,False
