,pool_id,infinite_overlap,created,image_left,image_right,golden,task_id,overlap,submitted,expired,public_comment,accepted,skipped,solution,id,task_suite_id,user_id,status,reward,mixed,automerged,owner__id,owner__myself,alg_left,alg_right,algs,task,chosen_alg,by_inconsistency_blocked_user,honeypotted,by_honeypot_blocked_user
0,4920042,True,2019-05-13T09:19:43.369,highlightdisk/screenshot_emails/tf_idf_embeddings/letter19.png,highlightdisk/screenshot_emails/random/letter19.png,left,00004b12ea--5cd9354531bc57012f3f2f31,,2019-05-13T09:20:23.101,,,2019-05-13T09:20:23.101,,right,00004b12ea--5cd936afa5f49c0135592483,00004b12ea--5cd936afa5f49c0135592481,378321a19fd5245f1000677741a776ce,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_embeddings,random,random__tf_idf_embeddings,letter19.png,random,False,True,False
1,4920042,False,2019-05-13T09:19:43.369,highlightdisk/screenshot_emails/tf_idf_pos/letter1.png,highlightdisk/screenshot_emails/tf_idf_pos_share_02/letter1.png,,00004b12ea--5cd9354531bc57012f3f2f04,10,2019-05-13T09:20:23.101,,,2019-05-13T09:20:23.101,,right,00004b12ea--5cd936afa5f49c0135592483,00004b12ea--5cd936afa5f49c0135592481,378321a19fd5245f1000677741a776ce,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos,tf_idf_pos_share_02,tf_idf_pos__tf_idf_pos_share_02,letter1.png,tf_idf_pos_share_02,False,False,False
2,4920042,False,2019-05-13T09:19:43.369,highlightdisk/screenshot_emails/tf_idf_pos/letter18.png,highlightdisk/screenshot_emails/tf_idf_pos_share_02/letter18.png,,00004b12ea--5cd9354531bc57012f3f2f16,10,2019-05-13T09:20:23.101,,,2019-05-13T09:20:23.101,,right,00004b12ea--5cd936afa5f49c0135592483,00004b12ea--5cd936afa5f49c0135592481,378321a19fd5245f1000677741a776ce,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos,tf_idf_pos_share_02,tf_idf_pos__tf_idf_pos_share_02,letter18.png,tf_idf_pos_share_02,False,False,False
3,4920042,False,2019-05-13T09:19:43.369,highlightdisk/screenshot_emails/tf_idf_pos_share_02/letter19.png,highlightdisk/screenshot_emails/tf_idf_pos/letter19.png,,00004b12ea--5cd9354531bc57012f3f2f17,10,2019-05-13T09:20:23.101,,,2019-05-13T09:20:23.101,,right,00004b12ea--5cd936afa5f49c0135592483,00004b12ea--5cd936afa5f49c0135592481,378321a19fd5245f1000677741a776ce,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos_share_02,tf_idf_pos,tf_idf_pos__tf_idf_pos_share_02,letter19.png,tf_idf_pos,False,False,False
4,4920042,False,2019-05-13T09:19:43.369,highlightdisk/screenshot_emails/tf_idf_pos_share_02/letter8.png,highlightdisk/screenshot_emails/tf_idf_pos/letter8.png,,00004b12ea--5cd9354531bc57012f3f2f27,10,2019-05-13T09:20:23.101,,,2019-05-13T09:20:23.101,,left,00004b12ea--5cd936afa5f49c0135592483,00004b12ea--5cd936afa5f49c0135592481,378321a19fd5245f1000677741a776ce,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos_share_02,tf_idf_pos,tf_idf_pos__tf_idf_pos_share_02,letter8.png,tf_idf_pos_share_02,False,False,False
5,4920042,True,2019-05-13T09:19:47.347,highlightdisk/screenshot_emails/tf_idf_custom/letter5.png,highlightdisk/screenshot_emails/random/letter5.png,left,00004b12ea--5cd9354531bc57012f3f2f2e,,,2019-05-13T09:20:33.215,,,,,00004b12ea--5cd936b3feba810149ceb6cb,00004b12ea--5cd936b3feba810149ceb6c9,bdaca235eb63cd43a42e7a6ba0562c18,EXPIRED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_custom,random,random__tf_idf_custom,letter5.png,,False,False,False
6,4920042,False,2019-05-13T09:19:47.347,highlightdisk/screenshot_emails/tf_idf_pos/letter1.png,highlightdisk/screenshot_emails/tf_idf_pos_share_02/letter1.png,,00004b12ea--5cd9354531bc57012f3f2f04,10,,2019-05-13T09:20:33.215,,,,,00004b12ea--5cd936b3feba810149ceb6cb,00004b12ea--5cd936b3feba810149ceb6c9,bdaca235eb63cd43a42e7a6ba0562c18,EXPIRED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos,tf_idf_pos_share_02,tf_idf_pos__tf_idf_pos_share_02,letter1.png,,False,False,False
7,4920042,False,2019-05-13T09:19:47.347,highlightdisk/screenshot_emails/tf_idf_pos_share_02/letter19.png,highlightdisk/screenshot_emails/tf_idf_pos/letter19.png,,00004b12ea--5cd9354531bc57012f3f2f17,10,,2019-05-13T09:20:33.215,,,,,00004b12ea--5cd936b3feba810149ceb6cb,00004b12ea--5cd936b3feba810149ceb6c9,bdaca235eb63cd43a42e7a6ba0562c18,EXPIRED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos_share_02,tf_idf_pos,tf_idf_pos__tf_idf_pos_share_02,letter19.png,,False,False,False
8,4920042,False,2019-05-13T09:19:47.347,highlightdisk/screenshot_emails/tf_idf_pos_share_02/letter8.png,highlightdisk/screenshot_emails/tf_idf_pos/letter8.png,,00004b12ea--5cd9354531bc57012f3f2f27,10,,2019-05-13T09:20:33.215,,,,,00004b12ea--5cd936b3feba810149ceb6cb,00004b12ea--5cd936b3feba810149ceb6c9,bdaca235eb63cd43a42e7a6ba0562c18,EXPIRED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos_share_02,tf_idf_pos,tf_idf_pos__tf_idf_pos_share_02,letter8.png,,False,False,False
9,4920042,False,2019-05-13T09:19:47.347,highlightdisk/screenshot_emails/tf_idf_pos/letter18.png,highlightdisk/screenshot_emails/tf_idf_pos_share_02/letter18.png,,00004b12ea--5cd9354531bc57012f3f2f16,10,,2019-05-13T09:20:33.215,,,,,00004b12ea--5cd936b3feba810149ceb6cb,00004b12ea--5cd936b3feba810149ceb6c9,bdaca235eb63cd43a42e7a6ba0562c18,EXPIRED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos,tf_idf_pos_share_02,tf_idf_pos__tf_idf_pos_share_02,letter18.png,,False,False,False
10,4920042,False,2019-05-13T09:20:15.379,highlightdisk/screenshot_emails/tf_idf_pos_share_02/letter8.png,highlightdisk/screenshot_emails/tf_idf_pos/letter8.png,,00004b12ea--5cd9354531bc57012f3f2f27,10,2019-05-13T09:22:28.268,,,2019-05-13T09:22:28.268,,left,00004b12ea--5cd936cff59bb00138f1c520,00004b12ea--5cd936cff59bb00138f1c51e,e77ec8e2de6350abf79e5d15f363613f,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos_share_02,tf_idf_pos,tf_idf_pos__tf_idf_pos_share_02,letter8.png,tf_idf_pos_share_02,False,False,False
11,4920042,False,2019-05-13T09:20:15.379,highlightdisk/screenshot_emails/tf_idf_pos_share_02/letter19.png,highlightdisk/screenshot_emails/tf_idf_pos/letter19.png,,00004b12ea--5cd9354531bc57012f3f2f17,10,2019-05-13T09:22:28.268,,,2019-05-13T09:22:28.268,,right,00004b12ea--5cd936cff59bb00138f1c520,00004b12ea--5cd936cff59bb00138f1c51e,e77ec8e2de6350abf79e5d15f363613f,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos_share_02,tf_idf_pos,tf_idf_pos__tf_idf_pos_share_02,letter19.png,tf_idf_pos,False,False,False
