,pool_id,overlap,infinite_overlap,created,image_left,image_right,golden,task_id,submitted,expired,public_comment,accepted,skipped,solution,id,task_suite_id,user_id,status,reward,mixed,automerged,owner__id,owner__myself,alg_left,alg_right,algs,task,chosen_alg,by_inconsistency_blocked_user,honeypotted,by_honeypot_blocked_user
0,5016225,10,False,2019-05-20T12:49:32.806,highlightdisk/screenshot_emails/tf_idf_pos/letter17.png,highlightdisk/screenshot_emails/tf_idf_pos_share_07/letter17.png,,00004c8aa1--5ce2a195f621d27e2c9d0764,2019-05-20T12:50:02.879,,,2019-05-20T12:50:02.879,,left,00004c8aa1--5ce2a25c35b8c10124d8a29e,00004c8aa1--5ce2a25c35b8c10124d8a29c,59bbdf48e8b98f1af2bfdfd8d1417e1e,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos,tf_idf_pos_share_07,tf_idf_pos__tf_idf_pos_share_07,letter17.png,tf_idf_pos,False,False,False
1,5016225,10,False,2019-05-20T12:49:32.806,highlightdisk/screenshot_emails/tf_idf_pos_share_07/letter20.png,highlightdisk/screenshot_emails/tf_idf_pos/letter20.png,,00004c8aa1--5ce2a195f621d27e2c9d076d,2019-05-20T12:50:02.879,,,2019-05-20T12:50:02.879,,left,00004c8aa1--5ce2a25c35b8c10124d8a29e,00004c8aa1--5ce2a25c35b8c10124d8a29c,59bbdf48e8b98f1af2bfdfd8d1417e1e,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos_share_07,tf_idf_pos,tf_idf_pos__tf_idf_pos_share_07,letter20.png,tf_idf_pos_share_07,False,False,False
2,5016225,,True,2019-05-20T12:49:32.806,highlightdisk/screenshot_emails/random/letter4.png,highlightdisk/screenshot_emails/tf_idf_pos/letter4.png,right,00004c8aa1--5ce2a195f621d27e2c9d0782,2019-05-20T12:50:02.879,,,2019-05-20T12:50:02.879,,right,00004c8aa1--5ce2a25c35b8c10124d8a29e,00004c8aa1--5ce2a25c35b8c10124d8a29c,59bbdf48e8b98f1af2bfdfd8d1417e1e,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,random,tf_idf_pos,random__tf_idf_pos,letter4.png,tf_idf_pos,False,False,False
3,5016225,10,False,2019-05-20T12:49:32.806,highlightdisk/screenshot_emails/tf_idf_pos/letter2.png,highlightdisk/screenshot_emails/tf_idf_pos_share_07/letter2.png,,00004c8aa1--5ce2a195f621d27e2c9d076a,2019-05-20T12:50:02.879,,,2019-05-20T12:50:02.879,,left,00004c8aa1--5ce2a25c35b8c10124d8a29e,00004c8aa1--5ce2a25c35b8c10124d8a29c,59bbdf48e8b98f1af2bfdfd8d1417e1e,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos,tf_idf_pos_share_07,tf_idf_pos__tf_idf_pos_share_07,letter2.png,tf_idf_pos,False,False,False
4,5016225,10,False,2019-05-20T12:49:32.806,highlightdisk/screenshot_emails/tf_idf_pos/letter16.png,highlightdisk/screenshot_emails/tf_idf_pos_share_07/letter16.png,,00004c8aa1--5ce2a195f621d27e2c9d0762,2019-05-20T12:50:02.879,,,2019-05-20T12:50:02.879,,left,00004c8aa1--5ce2a25c35b8c10124d8a29e,00004c8aa1--5ce2a25c35b8c10124d8a29c,59bbdf48e8b98f1af2bfdfd8d1417e1e,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos,tf_idf_pos_share_07,tf_idf_pos__tf_idf_pos_share_07,letter16.png,tf_idf_pos,False,False,False
5,5016225,10,False,2019-05-20T12:49:47.557,highlightdisk/screenshot_emails/tf_idf_pos/letter17.png,highlightdisk/screenshot_emails/tf_idf_pos_share_07/letter17.png,,00004c8aa1--5ce2a195f621d27e2c9d0764,2019-05-20T12:50:13.044,,,2019-05-20T12:50:13.044,,right,00004c8aa1--5ce2a26b133377014acf5b37,00004c8aa1--5ce2a26b133377014acf5b35,d5f039fcf2fc83d44a5b9243380edae2,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos,tf_idf_pos_share_07,tf_idf_pos__tf_idf_pos_share_07,letter17.png,tf_idf_pos_share_07,False,False,False
6,5016225,10,False,2019-05-20T12:49:47.557,highlightdisk/screenshot_emails/tf_idf_pos/letter16.png,highlightdisk/screenshot_emails/tf_idf_pos_share_07/letter16.png,,00004c8aa1--5ce2a195f621d27e2c9d0762,2019-05-20T12:50:13.044,,,2019-05-20T12:50:13.044,,right,00004c8aa1--5ce2a26b133377014acf5b37,00004c8aa1--5ce2a26b133377014acf5b35,d5f039fcf2fc83d44a5b9243380edae2,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos,tf_idf_pos_share_07,tf_idf_pos__tf_idf_pos_share_07,letter16.png,tf_idf_pos_share_07,False,False,False
7,5016225,10,False,2019-05-20T12:49:47.557,highlightdisk/screenshot_emails/tf_idf_pos_share_07/letter20.png,highlightdisk/screenshot_emails/tf_idf_pos/letter20.png,,00004c8aa1--5ce2a195f621d27e2c9d076d,2019-05-20T12:50:13.044,,,2019-05-20T12:50:13.044,,left,00004c8aa1--5ce2a26b133377014acf5b37,00004c8aa1--5ce2a26b133377014acf5b35,d5f039fcf2fc83d44a5b9243380edae2,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos_share_07,tf_idf_pos,tf_idf_pos__tf_idf_pos_share_07,letter20.png,tf_idf_pos_share_07,False,False,False
8,5016225,10,False,2019-05-20T12:49:47.557,highlightdisk/screenshot_emails/tf_idf_pos/letter2.png,highlightdisk/screenshot_emails/tf_idf_pos_share_07/letter2.png,,00004c8aa1--5ce2a195f621d27e2c9d076a,2019-05-20T12:50:13.044,,,2019-05-20T12:50:13.044,,right,00004c8aa1--5ce2a26b133377014acf5b37,00004c8aa1--5ce2a26b133377014acf5b35,d5f039fcf2fc83d44a5b9243380edae2,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos,tf_idf_pos_share_07,tf_idf_pos__tf_idf_pos_share_07,letter2.png,tf_idf_pos_share_07,False,False,False
9,5016225,,True,2019-05-20T12:49:47.557,highlightdisk/screenshot_emails/tf_idf_pos/letter11.png,highlightdisk/screenshot_emails/random/letter11.png,left,00004c8aa1--5ce2a195f621d27e2c9d077c,2019-05-20T12:50:13.044,,,2019-05-20T12:50:13.044,,left,00004c8aa1--5ce2a26b133377014acf5b37,00004c8aa1--5ce2a26b133377014acf5b35,d5f039fcf2fc83d44a5b9243380edae2,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos,random,random__tf_idf_pos,letter11.png,tf_idf_pos,False,False,False
