,pool_id,infinite_overlap,created,image_left,image_right,golden,task_id,overlap,submitted,expired,public_comment,accepted,skipped,solution,id,task_suite_id,user_id,status,reward,mixed,automerged,owner__id,owner__myself,alg_left,alg_right,algs,task,chosen_alg,by_inconsistency_blocked_user,honeypotted,by_honeypot_blocked_user
0,4679857,True,2019-04-23T15:41:55.339,highlightdisk/screenshot_emails/random/letter17.png,highlightdisk/screenshot_emails/tf_idf_embeddings/letter17.png,right,00004768b1--5cbf2d4f8456bd012e0dc799,,2019-04-23T15:43:13.451,,,2019-04-23T15:43:13.451,,right,00004768b1--5cbf3243b1c5cb0137052448,00004768b1--5cbf3243b1c5cb0137052446,29b901891489cbc66a716dc8c501a3d3,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,random,tf_idf_embeddings,random__tf_idf_embeddings,letter17.png,tf_idf_embeddings,False,False,False
1,4679857,False,2019-04-23T15:41:55.339,highlightdisk/screenshot_emails/tf_idf_embeddings/letter3.png,highlightdisk/screenshot_emails/tf_idf_custom/letter3.png,,00004768b1--5cbf2d4f8456bd012e0dc784,15,2019-04-23T15:43:13.451,,,2019-04-23T15:43:13.451,,left,00004768b1--5cbf3243b1c5cb0137052448,00004768b1--5cbf3243b1c5cb0137052446,29b901891489cbc66a716dc8c501a3d3,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_embeddings,tf_idf_custom,tf_idf_custom__tf_idf_embeddings,letter3.png,tf_idf_embeddings,False,False,False
2,4679857,False,2019-04-23T15:41:55.339,highlightdisk/screenshot_emails/tf_idf_embeddings/letter9.png,highlightdisk/screenshot_emails/tf_idf_custom/letter9.png,,00004768b1--5cbf2d4f8456bd012e0dc790,15,2019-04-23T15:43:13.451,,,2019-04-23T15:43:13.451,,left,00004768b1--5cbf3243b1c5cb0137052448,00004768b1--5cbf3243b1c5cb0137052446,29b901891489cbc66a716dc8c501a3d3,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_embeddings,tf_idf_custom,tf_idf_custom__tf_idf_embeddings,letter9.png,tf_idf_embeddings,False,False,False
3,4679857,False,2019-04-23T15:41:55.339,highlightdisk/screenshot_emails/tf_idf_embeddings/letter4.png,highlightdisk/screenshot_emails/tf_idf_custom/letter4.png,,00004768b1--5cbf2d4f8456bd012e0dc786,15,2019-04-23T15:43:13.451,,,2019-04-23T15:43:13.451,,left,00004768b1--5cbf3243b1c5cb0137052448,00004768b1--5cbf3243b1c5cb0137052446,29b901891489cbc66a716dc8c501a3d3,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_embeddings,tf_idf_custom,tf_idf_custom__tf_idf_embeddings,letter4.png,tf_idf_embeddings,False,False,False
4,4679857,False,2019-04-23T15:41:55.339,highlightdisk/screenshot_emails/tf_idf_embeddings/letter8.png,highlightdisk/screenshot_emails/tf_idf_custom/letter8.png,,00004768b1--5cbf2d4f8456bd012e0dc78e,15,2019-04-23T15:43:13.451,,,2019-04-23T15:43:13.451,,left,00004768b1--5cbf3243b1c5cb0137052448,00004768b1--5cbf3243b1c5cb0137052446,29b901891489cbc66a716dc8c501a3d3,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_embeddings,tf_idf_custom,tf_idf_custom__tf_idf_embeddings,letter8.png,tf_idf_embeddings,False,False,False
5,4679857,False,2019-04-23T15:41:59.629,highlightdisk/screenshot_emails/tf_idf_embeddings/letter8.png,highlightdisk/screenshot_emails/tf_idf_custom/letter8.png,,00004768b1--5cbf2d4f8456bd012e0dc78e,15,2019-04-23T15:42:27.947,,,2019-04-23T15:42:27.947,,right,00004768b1--5cbf32476a137f01246120e3,00004768b1--5cbf32476a137f01246120e1,22c46e82a3abeeab0f14e7bd585da98e,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_embeddings,tf_idf_custom,tf_idf_custom__tf_idf_embeddings,letter8.png,tf_idf_custom,False,False,False
6,4679857,False,2019-04-23T15:41:59.629,highlightdisk/screenshot_emails/tf_idf_embeddings/letter4.png,highlightdisk/screenshot_emails/tf_idf_custom/letter4.png,,00004768b1--5cbf2d4f8456bd012e0dc786,15,2019-04-23T15:42:27.947,,,2019-04-23T15:42:27.947,,left,00004768b1--5cbf32476a137f01246120e3,00004768b1--5cbf32476a137f01246120e1,22c46e82a3abeeab0f14e7bd585da98e,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_embeddings,tf_idf_custom,tf_idf_custom__tf_idf_embeddings,letter4.png,tf_idf_embeddings,False,False,False
7,4679857,False,2019-04-23T15:41:59.629,highlightdisk/screenshot_emails/tf_idf_embeddings/letter3.png,highlightdisk/screenshot_emails/tf_idf_custom/letter3.png,,00004768b1--5cbf2d4f8456bd012e0dc784,15,2019-04-23T15:42:27.947,,,2019-04-23T15:42:27.947,,right,00004768b1--5cbf32476a137f01246120e3,00004768b1--5cbf32476a137f01246120e1,22c46e82a3abeeab0f14e7bd585da98e,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_embeddings,tf_idf_custom,tf_idf_custom__tf_idf_embeddings,letter3.png,tf_idf_custom,False,False,False
8,4679857,False,2019-04-23T15:41:59.629,highlightdisk/screenshot_emails/tf_idf_embeddings/letter9.png,highlightdisk/screenshot_emails/tf_idf_custom/letter9.png,,00004768b1--5cbf2d4f8456bd012e0dc790,15,2019-04-23T15:42:27.947,,,2019-04-23T15:42:27.947,,left,00004768b1--5cbf32476a137f01246120e3,00004768b1--5cbf32476a137f01246120e1,22c46e82a3abeeab0f14e7bd585da98e,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_embeddings,tf_idf_custom,tf_idf_custom__tf_idf_embeddings,letter9.png,tf_idf_embeddings,False,False,False
9,4679857,True,2019-04-23T15:41:59.629,highlightdisk/screenshot_emails/embeddings/letter20.png,highlightdisk/screenshot_emails/random/letter20.png,left,00004768b1--5cbf2d4f8456bd012e0dc791,,2019-04-23T15:42:27.947,,,2019-04-23T15:42:27.947,,left,00004768b1--5cbf32476a137f01246120e3,00004768b1--5cbf32476a137f01246120e1,22c46e82a3abeeab0f14e7bd585da98e,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,embeddings,random,embeddings__random,letter20.png,embeddings,False,False,False
