,pool_id,overlap,infinite_overlap,created,image_left,image_right,golden,task_id,submitted,expired,public_comment,accepted,solution,id,task_suite_id,user_id,status,reward,mixed,automerged,owner__id,owner__myself,alg_left,alg_right,algs,task,chosen_alg,by_inconsistency_blocked_user,honeypotted,by_honeypot_blocked_user
0,4663821,10,False,2019-04-22T09:53:29.291,highlightdisk/screenshot_emails/embeddings/letter2.png,highlightdisk/screenshot_emails/gensim_sentences/letter2.png,,0000472a0d--5cbd8d93132842012e4a5de0,2019-04-22T09:53:56.555,,,2019-04-22T09:53:56.555,left,0000472a0d--5cbd8f193b0c0e01374e9ccc,0000472a0d--5cbd8f193b0c0e01374e9cca,9df4b83d4378b46077522bf12be2f206,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,embeddings,gensim_sentences,embeddings__gensim_sentences,letter2.png,embeddings,True,False,False
1,4663821,10,False,2019-04-22T09:53:29.291,highlightdisk/screenshot_emails/embeddings/letter16.png,highlightdisk/screenshot_emails/gensim_sentences/letter16.png,,0000472a0d--5cbd8d93132842012e4a5dd8,2019-04-22T09:53:56.555,,,2019-04-22T09:53:56.555,left,0000472a0d--5cbd8f193b0c0e01374e9ccc,0000472a0d--5cbd8f193b0c0e01374e9cca,9df4b83d4378b46077522bf12be2f206,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,embeddings,gensim_sentences,embeddings__gensim_sentences,letter16.png,embeddings,True,False,False
2,4663821,10,False,2019-04-22T09:53:29.291,highlightdisk/screenshot_emails/embeddings/letter11.png,highlightdisk/screenshot_emails/gensim_sentences/letter11.png,,0000472a0d--5cbd8d93132842012e4a5dce,2019-04-22T09:53:56.555,,,2019-04-22T09:53:56.555,left,0000472a0d--5cbd8f193b0c0e01374e9ccc,0000472a0d--5cbd8f193b0c0e01374e9cca,9df4b83d4378b46077522bf12be2f206,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,embeddings,gensim_sentences,embeddings__gensim_sentences,letter11.png,embeddings,True,False,False
3,4663821,10,False,2019-04-22T09:53:29.291,highlightdisk/screenshot_emails/embeddings/letter7.png,highlightdisk/screenshot_emails/gensim_sentences/letter7.png,,0000472a0d--5cbd8d93132842012e4a5dec,2019-04-22T09:53:56.555,,,2019-04-22T09:53:56.555,right,0000472a0d--5cbd8f193b0c0e01374e9ccc,0000472a0d--5cbd8f193b0c0e01374e9cca,9df4b83d4378b46077522bf12be2f206,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,embeddings,gensim_sentences,embeddings__gensim_sentences,letter7.png,gensim_sentences,True,False,False
4,4663821,,True,2019-04-22T09:53:29.291,highlightdisk/screenshot_emails/random/letter15.png,highlightdisk/screenshot_emails/tf_idf_embeddings/letter15.png,right,0000472a0d--5cbd8d93132842012e4a5dfa,2019-04-22T09:53:56.555,,,2019-04-22T09:53:56.555,right,0000472a0d--5cbd8f193b0c0e01374e9ccc,0000472a0d--5cbd8f193b0c0e01374e9cca,9df4b83d4378b46077522bf12be2f206,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,random,tf_idf_embeddings,random__tf_idf_embeddings,letter15.png,tf_idf_embeddings,True,False,False
5,4663821,,True,2019-04-22T09:53:35.138,highlightdisk/screenshot_emails/random/letter15.png,highlightdisk/screenshot_emails/tf_idf_embeddings/letter15.png,right,0000472a0d--5cbd8d93132842012e4a5dfa,2019-04-22T09:54:14.810,,,2019-04-22T09:54:14.810,right,0000472a0d--5cbd8f1f6f1ae90137a07f17,0000472a0d--5cbd8f1f6f1ae90137a07f12,2e22ca03f1ca8aa6f58ef04a81e08de9,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,random,tf_idf_embeddings,random__tf_idf_embeddings,letter15.png,tf_idf_embeddings,False,False,False
6,4663821,10,False,2019-04-22T09:53:35.138,highlightdisk/screenshot_emails/embeddings/letter16.png,highlightdisk/screenshot_emails/gensim_sentences/letter16.png,,0000472a0d--5cbd8d93132842012e4a5dd8,2019-04-22T09:54:14.810,,,2019-04-22T09:54:14.810,right,0000472a0d--5cbd8f1f6f1ae90137a07f17,0000472a0d--5cbd8f1f6f1ae90137a07f12,2e22ca03f1ca8aa6f58ef04a81e08de9,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,embeddings,gensim_sentences,embeddings__gensim_sentences,letter16.png,gensim_sentences,False,False,False
7,4663821,10,False,2019-04-22T09:53:35.138,highlightdisk/screenshot_emails/embeddings/letter2.png,highlightdisk/screenshot_emails/gensim_sentences/letter2.png,,0000472a0d--5cbd8d93132842012e4a5de0,2019-04-22T09:54:14.810,,,2019-04-22T09:54:14.810,left,0000472a0d--5cbd8f1f6f1ae90137a07f17,0000472a0d--5cbd8f1f6f1ae90137a07f12,2e22ca03f1ca8aa6f58ef04a81e08de9,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,embeddings,gensim_sentences,embeddings__gensim_sentences,letter2.png,embeddings,False,False,False
8,4663821,10,False,2019-04-22T09:53:35.138,highlightdisk/screenshot_emails/embeddings/letter11.png,highlightdisk/screenshot_emails/gensim_sentences/letter11.png,,0000472a0d--5cbd8d93132842012e4a5dce,2019-04-22T09:54:14.810,,,2019-04-22T09:54:14.810,right,0000472a0d--5cbd8f1f6f1ae90137a07f17,0000472a0d--5cbd8f1f6f1ae90137a07f12,2e22ca03f1ca8aa6f58ef04a81e08de9,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,embeddings,gensim_sentences,embeddings__gensim_sentences,letter11.png,gensim_sentences,False,False,False
9,4663821,10,False,2019-04-22T09:53:35.138,highlightdisk/screenshot_emails/embeddings/letter7.png,highlightdisk/screenshot_emails/gensim_sentences/letter7.png,,0000472a0d--5cbd8d93132842012e4a5dec,2019-04-22T09:54:14.810,,,2019-04-22T09:54:14.810,right,0000472a0d--5cbd8f1f6f1ae90137a07f17,0000472a0d--5cbd8f1f6f1ae90137a07f12,2e22ca03f1ca8aa6f58ef04a81e08de9,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,embeddings,gensim_sentences,embeddings__gensim_sentences,letter7.png,gensim_sentences,False,False,False
