,pool_id,overlap,infinite_overlap,created,image_left,image_right,golden,task_id,submitted,expired,public_comment,accepted,skipped,solution,id,task_suite_id,user_id,status,reward,mixed,automerged,owner__id,owner__myself,alg_left,alg_right,algs,task,chosen_alg,by_inconsistency_blocked_user,honeypotted,by_honeypot_blocked_user
0,5002449,10,False,2019-05-19T13:05:22.423,highlightdisk/screenshot_emails/tf_idf_pos_share_05/letter5.png,highlightdisk/screenshot_emails/tf_idf_pos_share_04/letter5.png,,00004c54d1--5ce152f08b13ab97af088636,2019-05-19T13:06:28.637,,,2019-05-19T13:06:28.637,,left,00004c54d1--5ce1549232c3530138819f53,00004c54d1--5ce1549232c3530138819f51,855c13121f754ce03b86ed0e2753b9b0,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos_share_05,tf_idf_pos_share_04,tf_idf_pos_share_04__tf_idf_pos_share_05,letter5.png,tf_idf_pos_share_05,False,False,False
1,5002449,10,False,2019-05-19T13:05:22.423,highlightdisk/screenshot_emails/tf_idf_pos_share_04/letter2.png,highlightdisk/screenshot_emails/tf_idf_pos_share_05/letter2.png,,00004c54d1--5ce152f08b13ab97af08862d,2019-05-19T13:06:28.637,,,2019-05-19T13:06:28.637,,left,00004c54d1--5ce1549232c3530138819f53,00004c54d1--5ce1549232c3530138819f51,855c13121f754ce03b86ed0e2753b9b0,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos_share_04,tf_idf_pos_share_05,tf_idf_pos_share_04__tf_idf_pos_share_05,letter2.png,tf_idf_pos_share_04,False,False,False
2,5002449,10,False,2019-05-19T13:05:22.423,highlightdisk/screenshot_emails/tf_idf_pos_share_05/letter2.png,highlightdisk/screenshot_emails/tf_idf_pos_share_04/letter2.png,,00004c54d1--5ce152f08b13ab97af08862e,2019-05-19T13:06:28.637,,,2019-05-19T13:06:28.637,,right,00004c54d1--5ce1549232c3530138819f53,00004c54d1--5ce1549232c3530138819f51,855c13121f754ce03b86ed0e2753b9b0,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos_share_05,tf_idf_pos_share_04,tf_idf_pos_share_04__tf_idf_pos_share_05,letter2.png,tf_idf_pos_share_04,False,False,False
3,5002449,,True,2019-05-19T13:05:22.423,highlightdisk/screenshot_emails/random/letter7.png,highlightdisk/screenshot_emails/tf_idf_custom/letter7.png,right,00004c54d1--5ce152f08b13ab97af088645,2019-05-19T13:06:28.637,,,2019-05-19T13:06:28.637,,right,00004c54d1--5ce1549232c3530138819f53,00004c54d1--5ce1549232c3530138819f51,855c13121f754ce03b86ed0e2753b9b0,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,random,tf_idf_custom,random__tf_idf_custom,letter7.png,tf_idf_custom,False,False,False
4,5002449,10,False,2019-05-19T13:05:22.423,highlightdisk/screenshot_emails/tf_idf_pos_share_05/letter15.png,highlightdisk/screenshot_emails/tf_idf_pos_share_04/letter15.png,,00004c54d1--5ce152f08b13ab97af088624,2019-05-19T13:06:28.637,,,2019-05-19T13:06:28.637,,right,00004c54d1--5ce1549232c3530138819f53,00004c54d1--5ce1549232c3530138819f51,855c13121f754ce03b86ed0e2753b9b0,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos_share_05,tf_idf_pos_share_04,tf_idf_pos_share_04__tf_idf_pos_share_05,letter15.png,tf_idf_pos_share_04,False,False,False
5,5002449,,True,2019-05-19T13:05:43.388,highlightdisk/screenshot_emails/random/letter12.png,highlightdisk/screenshot_emails/tf_idf_pos/letter12.png,right,00004c54d1--5ce152f08b13ab97af088641,2019-05-19T13:06:17.408,,,2019-05-19T13:06:17.408,,right,00004c54d1--5ce154a7e638f8014911d517,00004c54d1--5ce154a7e638f8014911d514,3312c00735fe836ce74af528d5096dd8,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,random,tf_idf_pos,random__tf_idf_pos,letter12.png,tf_idf_pos,True,False,False
6,5002449,10,False,2019-05-19T13:05:43.388,highlightdisk/screenshot_emails/tf_idf_pos_share_05/letter15.png,highlightdisk/screenshot_emails/tf_idf_pos_share_04/letter15.png,,00004c54d1--5ce152f08b13ab97af088624,2019-05-19T13:06:17.408,,,2019-05-19T13:06:17.408,,right,00004c54d1--5ce154a7e638f8014911d517,00004c54d1--5ce154a7e638f8014911d514,3312c00735fe836ce74af528d5096dd8,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos_share_05,tf_idf_pos_share_04,tf_idf_pos_share_04__tf_idf_pos_share_05,letter15.png,tf_idf_pos_share_04,True,False,False
7,5002449,10,False,2019-05-19T13:05:43.388,highlightdisk/screenshot_emails/tf_idf_pos_share_05/letter5.png,highlightdisk/screenshot_emails/tf_idf_pos_share_04/letter5.png,,00004c54d1--5ce152f08b13ab97af088636,2019-05-19T13:06:17.408,,,2019-05-19T13:06:17.408,,left,00004c54d1--5ce154a7e638f8014911d517,00004c54d1--5ce154a7e638f8014911d514,3312c00735fe836ce74af528d5096dd8,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos_share_05,tf_idf_pos_share_04,tf_idf_pos_share_04__tf_idf_pos_share_05,letter5.png,tf_idf_pos_share_05,True,False,False
8,5002449,10,False,2019-05-19T13:05:43.388,highlightdisk/screenshot_emails/tf_idf_pos_share_04/letter2.png,highlightdisk/screenshot_emails/tf_idf_pos_share_05/letter2.png,,00004c54d1--5ce152f08b13ab97af08862d,2019-05-19T13:06:17.408,,,2019-05-19T13:06:17.408,,left,00004c54d1--5ce154a7e638f8014911d517,00004c54d1--5ce154a7e638f8014911d514,3312c00735fe836ce74af528d5096dd8,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos_share_04,tf_idf_pos_share_05,tf_idf_pos_share_04__tf_idf_pos_share_05,letter2.png,tf_idf_pos_share_04,True,False,False
9,5002449,10,False,2019-05-19T13:05:43.388,highlightdisk/screenshot_emails/tf_idf_pos_share_05/letter2.png,highlightdisk/screenshot_emails/tf_idf_pos_share_04/letter2.png,,00004c54d1--5ce152f08b13ab97af08862e,2019-05-19T13:06:17.408,,,2019-05-19T13:06:17.408,,left,00004c54d1--5ce154a7e638f8014911d517,00004c54d1--5ce154a7e638f8014911d514,3312c00735fe836ce74af528d5096dd8,ACCEPTED,0.01,True,False,83f1ebe16d794ebcccf82b376c12b2c3,True,tf_idf_pos_share_05,tf_idf_pos_share_04,tf_idf_pos_share_04__tf_idf_pos_share_05,letter2.png,tf_idf_pos_share_05,True,False,False
